episode,type,start_time,end_time,duration
MSNBCW_20210110_040000_The_Week_With_Joshua_Johnson,ad,"00:39:24,611","00:42:06,607",161.996
MSNBCW_20210110_040000_The_Week_With_Joshua_Johnson,news,"00:42:06,840","00:46:46,653",279.813
MSNBCW_20210110_040000_The_Week_With_Joshua_Johnson,ad,"00:46:47,987","00:50:17,230",209.243
MSNBCW_20210110_040000_The_Week_With_Joshua_Johnson,news,"00:50:25,638","00:56:49,789",384.151
MSNBCW_20210110_040000_The_Week_With_Joshua_Johnson,ad,"00:56:50,657","00:59:44,364",173.707
MSNBCW_20210110_040000_The_Week_With_Joshua_Johnson,news,"01:00:23,236","01:01:00,840",37.604
MSNBCW_20210110_050000_The_Week_With_Joshua_Johnson,news,"00:00:23,273","00:15:59,742",936.469
MSNBCW_20210110_050000_The_Week_With_Joshua_Johnson,ad,"00:16:00,944","00:19:31,837",210.893
MSNBCW_20210110_050000_The_Week_With_Joshua_Johnson,news,"00:19:32,070","00:29:18,123",586.053
MSNBCW_20210110_050000_The_Week_With_Joshua_Johnson,ad,"00:29:18,189","00:33:22,000",243.811
MSNBCW_20210110_050000_The_Week_With_Joshua_Johnson,news,"00:33:22,233","00:39:16,020",353.787
MSNBCW_20210110_050000_The_Week_With_Joshua_Johnson,ad,"00:39:18,022","00:42:19,003",180.981
MSNBCW_20210110_050000_The_Week_With_Joshua_Johnson,news,"00:42:19,203","00:48:07,551",348.348
MSNBCW_20210110_050000_The_Week_With_Joshua_Johnson,ad,"00:48:09,754","00:51:05,629",175.875
MSNBCW_20210110_050000_The_Week_With_Joshua_Johnson,news,"00:52:12,228","00:56:48,405",276.177
MSNBCW_20210110_050000_The_Week_With_Joshua_Johnson,ad,"00:56:49,272","01:00:34,080",224.808
MSNBCW_20210110_050000_The_Week_With_Joshua_Johnson,news,"01:00:34,280","01:01:00,940",26.66
MSNBCW_20220425_030000_The_Mehdi_Hasan_Show,news,"00:00:37,187","00:13:23,085",765.898
MSNBCW_20220425_030000_The_Mehdi_Hasan_Show,ad,"00:13:24,354","00:17:36,004",251.65
MSNBCW_20220425_030000_The_Mehdi_Hasan_Show,news,"00:15:06,389","00:28:15,510",789.121
MSNBCW_20220425_030000_The_Mehdi_Hasan_Show,ad,"00:28:39,200","00:32:40,975",241.775
MSNBCW_20220425_030000_The_Mehdi_Hasan_Show,news,"00:31:56,865","00:34:04,925",128.06
MSNBCW_20220425_030000_The_Mehdi_Hasan_Show,ad,"00:34:06,393","00:37:05,339",178.946
MSNBCW_20220425_030000_The_Mehdi_Hasan_Show,news,"00:37:03,338","00:44:07,795",424.457
MSNBCW_20220425_030000_The_Mehdi_Hasan_Show,ad,"00:44:17,939","00:47:08,342",170.403
MSNBCW_20220425_030000_The_Mehdi_Hasan_Show,news,"00:47:05,840","00:53:37,230",391.39
MSNBCW_20220425_030000_The_Mehdi_Hasan_Show,ad,"00:53:43,303","00:57:17,717",214.414
MSNBCW_20220425_030000_The_Mehdi_Hasan_Show,news,"00:56:39,413","01:01:00,989",261.576
MSNBCW_20220425_040000_Ayman,news,"00:00:04,688","00:11:40,249",695.561
MSNBCW_20220425_040000_Ayman,ad,"00:11:44,853","00:14:39,895",175.042
MSNBCW_20220425_040000_Ayman,news,"00:14:37,561","00:24:39,093",601.532
MSNBCW_20220425_040000_Ayman,ad,"00:24:44,899","00:28:50,278",245.379
MSNBCW_20220425_040000_Ayman,news,"00:28:39,935","00:37:19,520",519.585
MSNBCW_20220425_040000_Ayman,ad,"00:37:24,858","00:40:24,472",179.614
MSNBCW_20220425_040000_Ayman,news,"00:40:22,838","00:48:28,989",486.151
MSNBCW_20220425_040000_Ayman,ad,"00:48:45,006","00:51:23,463",158.457
MSNBCW_20220425_040000_Ayman,news,"00:51:21,829","00:56:45,952",324.123
MSNBCW_20220425_040000_Ayman,ad,"00:56:51,158","01:00:19,098",207.94
MSNBCW_20220425_040000_Ayman,news,"00:59:30,985","01:01:00,939",89.954
MSNBCW_20230122_040600_American_Voices_With_Alicia_Menendez,news,"00:00:05,154","00:17:56,424",1071.27
MSNBCW_20230122_040600_American_Voices_With_Alicia_Menendez,ad,"00:17:57,093","00:19:50,272",113.179
MSNBCW_20230122_040600_American_Voices_With_Alicia_Menendez,news,"00:22:29,081","00:27:01,953",272.872
MSNBCW_20230122_040600_American_Voices_With_Alicia_Menendez,ad,"00:27:04,690","00:30:55,119",230.429
MSNBCW_20230122_040600_American_Voices_With_Alicia_Menendez,news,"00:30:53,652","00:46:41,265",947.613
MSNBCW_20230122_040600_American_Voices_With_Alicia_Menendez,ad,"00:46:45,336","00:48:25,235",99.899
MSNBCW_20230122_040600_American_Voices_With_Alicia_Menendez,news,"00:48:24,435","00:51:21,411",176.976
MSNBCW_20230122_040600_American_Voices_With_Alicia_Menendez,ad,"00:51:24,415","00:55:01,247",216.832
MSNBCW_20230122_050000_Ayman,ad,"00:00:18,769","00:01:01,144",42.375
MSNBCW_20230122_050000_Ayman,news,"00:00:26,577","00:15:52,568",925.991
MSNBCW_20230122_050000_Ayman,ad,"00:15:54,637","00:19:23,695",209.058
MSNBCW_20230122_050000_Ayman,news,"00:19:14,353","00:27:58,209",523.856
MSNBCW_20230122_050000_Ayman,ad,"00:27:59,345","00:32:05,206",245.861
MSNBCW_20230122_050000_Ayman,news,"00:31:53,328","00:40:29,576",516.248
MSNBCW_20230122_050000_Ayman,ad,"00:40:33,048","00:43:25,052",172.004
MSNBCW_20230122_050000_Ayman,news,"00:43:35,229","00:46:25,732",170.503
MSNBCW_20230122_050000_Ayman,ad,"00:46:27,935","00:49:31,718",183.783
MSNBCW_20230122_050000_Ayman,news,"00:49:28,716","00:57:26,259",477.543
MSNBCW_20230122_050000_Ayman,ad,"00:57:26,259","01:00:53,516",207.257
MSNBCW_20230122_050000_Ayman,news,"01:00:26,957","01:01:02,775",35.818
MSNBCW_20240201_040000_The_11th_Hour_With_Stephanie_Ruhle,ad,"00:00:04,138","00:00:23,790",19.652
MSNBCW_20240201_040000_The_11th_Hour_With_Stephanie_Ruhle,news,"00:00:32,432","00:16:42,034",969.602
MSNBCW_20240201_040000_The_11th_Hour_With_Stephanie_Ruhle,ad,"00:16:42,869","00:21:13,922",271.053
MSNBCW_20240201_040000_The_11th_Hour_With_Stephanie_Ruhle,news,"00:21:14,422","00:34:18,873",784.451
MSNBCW_20240201_040000_The_11th_Hour_With_Stephanie_Ruhle,ad,"00:34:20,275","00:38:57,168",276.893
MSNBCW_20240201_040000_The_11th_Hour_With_Stephanie_Ruhle,news,"00:38:57,668","00:45:46,110",408.442
MSNBCW_20240201_040000_The_11th_Hour_With_Stephanie_Ruhle,ad,"00:45:47,011","00:47:28,846",101.835
MSNBCW_20240201_040000_The_11th_Hour_With_Stephanie_Ruhle,news,"00:50:23,220","00:58:03,046",459.826
MSNBCW_20240201_040000_The_11th_Hour_With_Stephanie_Ruhle,ad,"00:58:03,146","00:58:09,752",6.606
MSNBCW_20240201_040000_The_11th_Hour_With_Stephanie_Ruhle,news,"00:58:11,087","00:58:33,543",22.456
MSNBCW_20240201_040000_The_11th_Hour_With_Stephanie_Ruhle,ad,"00:58:35,779","01:01:02,257",146.478
MSNBCW_20240201_050000_Alex_Wagner_Tonight,ad,"00:00:03,270","00:01:58,818",115.548
MSNBCW_20240201_050000_Alex_Wagner_Tonight,news,"00:02:06,860","00:18:13,892",967.032
MSNBCW_20240201_050000_Alex_Wagner_Tonight,ad,"00:18:15,895","00:22:08,226",232.331
MSNBCW_20240201_050000_Alex_Wagner_Tonight,news,"00:22:22,741","00:30:28,660",485.919
MSNBCW_20240201_050000_Alex_Wagner_Tonight,ad,"00:30:32,630","00:32:17,168",104.538
MSNBCW_20240201_050000_Alex_Wagner_Tonight,news,"00:32:47,498","00:33:01,980",14.482
MSNBCW_20240201_050000_Alex_Wagner_Tonight,ad,"00:34:01,589","00:35:02,049",60.46
MSNBCW_20240201_050000_Alex_Wagner_Tonight,news,"00:35:14,261","00:51:03,009",948.748
MSNBCW_20240201_050000_Alex_Wagner_Tonight,ad,"00:51:04,811","00:55:09,155",244.344
MSNBCW_20240201_050000_Alex_Wagner_Tonight,news,"00:55:09,655","01:01:02,341",352.686
MSNBCW_20240201_060000_The_Last_Word_With_Lawrence_ODonnell,news,"00:00:03,486","00:19:43,999",1180.513
MSNBCW_20240201_060000_The_Last_Word_With_Lawrence_ODonnell,ad,"00:19:45,934","00:24:23,078",277.144
MSNBCW_20240201_060000_The_Last_Word_With_Lawrence_ODonnell,news,"00:24:23,545","00:33:46,274",562.729
MSNBCW_20240201_060000_The_Last_Word_With_Lawrence_ODonnell,ad,"00:33:48,109","00:38:25,102",276.993
MSNBCW_20240201_060000_The_Last_Word_With_Lawrence_ODonnell,news,"00:38:25,569","00:44:30,968",365.399
MSNBCW_20240201_060000_The_Last_Word_With_Lawrence_ODonnell,ad,"00:44:31,101","00:48:59,036",267.935
MSNBCW_20240201_060000_The_Last_Word_With_Lawrence_ODonnell,news,"00:49:08,745","00:56:52,609",463.864
MSNBCW_20240201_060000_The_Last_Word_With_Lawrence_ODonnell,ad,"00:56:54,144","01:00:19,632",205.488
MSNBCW_20240201_060000_The_Last_Word_With_Lawrence_ODonnell,news,"01:01:00,606","01:01:02,775",2.169
